9780123736529;Play Therapy Treatment Planning and Interventions (Second Edition)
9780123945860;Genetics and the Behavior of Domestic Animals (Second Edition)
9780124077683;Software Engineering
9780123942890;Pharmacy Law and Practice (Fifth Edition)
9780444627261;Industrial Process Scale-up
9780124077713;Rotational Structure in Molecular Infrared Spectra
9780240824086;Understanding Augmented Reality
9780123884251;Bioenergetics (Fourth Edition)
9780124159952;Engineered Biomimicry
9780123944467;Proteomic and Metabolomic Approaches to Biomarker Discovery
9780124158245;Transport in Biological Media
9780124157811;Measuring the User Experience (Second Edition)
9781437778793;Developments in Surface Contamination and Cleaning: Methods of Cleaning and Cleanliness Verification
9780124077959;Markov Processes for Stochastic Modeling (Second Edition)
9780124046139;The Mereon Matrix
9780123985392;Fighting Multidrug Resistance with Herbal Extracts, Essential Oils and their Components
9780124055452;Fundamentals of Magnetism
9780080971513;Pic Projects and Applications Using C (Third Edition)
9780124046191;Practical Web Analytics for User Experience
9780124047310;Investing in Hedge Funds
9780124116351;Crime Prevention Through Environmental Design (Third Edition)
9780080982311;Advanced Mechanics of Composite Materials (Third Edition)
9780444534903;Neuroparasitology and Tropical Neurology
9780123869807;Alan Turing: His Work and Impact
9780123964915;Sea Urchins: Biology and Ecology
9780123979353;Genetic and Genomic Resources of Grain Legume Improvement
9780123822390;Bioconjugate Techniques (Third Edition)
9780124058750;Linear Feedback Controls
9780123979490;Offshore Pipelines (Second Edition)
9780124104044;Practical Anonymity
9780124165700;Therapeutic Strategies in Cancer Biology and Pathology
9780123846884;Atlas of Drosophila Morphology
9780123838346;Emery and Rimoin's Principles and Practice of Medical Genetics
9780123978899;Success in Innovation
9780444563309;The Role of Catalysis for the Sustainable Production of Bio-fuels and Bio-chemicals
9780124017344;Low-abundance Proteome Discovery
9780124047051;Digital Outcasts
9780123985361;Visual Usability
9781597499583;Windows 2012 Server Network Security
9781455728527;Biofabrication
9781437734737;Engineered Nanopores for Bioanalytical Applications
9780080969213;Safety Design for Space Operations
9780080982960;The Designer's Guide to the Cortex-m Processor Family
9780124059054;Financial Whirlpools
9780124158009;Characterization of Biomaterials
9780123944016;Nanoalloys
9780124160095;Individual Differences and Personality (Second Edition)
9780123868923;Memory Reconsolidation
9780123944306;Synthetic Biology
9781856175012;Earthquake-Resistant Structures
9780124080737;Forensic Fraud
9780124078161;Context Effects on Embodied Representation of Language Concepts
9780123985309;Introduction to Food Engineering (Fifth Edition)
9780124046245;Mathematical Models for Society and Biology (Second Edition)
9781597499934;Professional Penetration Testing (Second Edition)
9781895198584;Plasticizers Databook
9780123948106;Nonclinical Development of Novel Biologics, Biosimilars and Specialty Biologics
9780124059276;Medicinal Plant Research in Africa
9780124077119;Reliability Analysis of Dynamic Systems
9781455728510;The Effect of UV Light and Weather on Plastics and Elastomers (Third Edition)
9781455731459;Biopolymers Reuse, Recycling, and Disposal
9781895198508;Handbook of Plasticizers (Second Edition)
9781895198515;Handbook of Odors in Materials
9780323082990;Nuclear Medicine (Fourth Edition)
9780702043444;Tidy's Physiotherapy (Fifteenth Edition)
9781455744763;Principles and Practice of Single Implant and Restorations
9780444596031;-- Book Title not available --
9780323084956;Clinical Imaging (Third Edition)
9780723436959;Handbook of Pediatric Dentistry (Fourth Edition)
9781437707953;Canine and Feline Infectious Diseases
9780444521538;An Introduction to Biological Membranes
9781597499804;Windows Server 2012 Security from End to Edge and Beyond
9780123878175;Drug-induced Liver Disease (Third Edition)
9781856178532;Reservoir Exploration and Appraisal
9780124104976;Diversity and the Effective Corporate Board
9780124081352;Chemical Modeling for Air Resources
9780702043567;Spinal Control
9780702050206;Respiratory Muscle Training
9780444538703;New and Future Developments in Catalysis
9780444538789;New and Future Developments in Catalysis
9780444538765;New and Future Developments in Catalysis
9780444538727;New and Future Developments in Catalysis
9780124045743;System Parameter Identification
9780444595430;Waterborne Pathogens
9780123914965;The Path from Biomarker Discovery to Regulatory Qualification
9780123944207;Handbook of Multicultural Mental Health (Second Edition)
9780123964885;Biomass Gasification, Pyrolysis and Torrefaction (Second Edition)
9780124080652;Kidnapping (Second Edition)
9780444593955;Monitoring Water Quality
9780123695505;Nanoparticle Technologies
9780444528919;Pediatric Neurology Part I
9780444595652;Pediatric Neurology Part III
9780124158191;Physiological Systems in Insects (Third Edition)
9780123978998;The Biology and Identification of the Coccidia (apicomplexa) of Rabbits of the World
9780123943972;Computer and Information Security Handbook (Second Edition)
9780124045767;Principles of Big Data
9780124051638;Swarm Intelligence and Bio-inspired Computation
9780444594556;Tribology of Polymeric Nanocomposites (Second Edition)
9780124078147;Introduction to Cyber-warfare
9780444529107;Pediatric Neurology
9780123970077;An Introduction to Dust Explosions
9780080982298;Multiphase Flow Analysis Using Population Balance Modeling
9780123870322;Theory of Simple Liquids (Fourth Edition)
9780124058712;FISMA Compliance Handbook
9780124076716;Returning Carbon to Nature
9780124016736;Handbook of Fiber Optic Data Communication (Fourth Edition)
9780124160088;Neuroeconomics (Second Edition)
9780444595584;Biofuels from Algae
9780124080843;Forensic Victimology (Second Edition)
9780124116252;From the Files of a Security Expert Witness
9780124114685;Mathematical Neuroscience
9780124160415;Foodborne Infections and Intoxications (Fourth Edition)
9780123948014;The Agronomy and Economy of Turmeric and Ginger
9780124017207;Heavy Oil Production Processes
9780123970275;Compressibility, Turbulence and High Speed Flow (Second Edition)
9780123850850;Model-Based Engineering for Complex Electronic Systems
9780123859778;Plasma Engineering
9780124077904;Corridors to Extinction and the Australian Megafauna
9780124157804;Mathematical Concepts and Methods in Modern Biology
9780124114586;Credit Insurance
9780124095083;Biorefinery in the Pulp and Paper Industry
9780123869449;Radiative Heat Transfer (Third Edition)
9781437716795;Pharmacology and Physiology for Anesthesia
9780444594389;Nanotechnology Safety
9780124158238;Invertebrate Learning and Memory
9780123858818;Handbook of Farm, Dairy and Food Machinery Engineering
9780723437482;Kaufman's Clinical Neurology for Psychiatrists (Seventh Edition)
9780323079549;Clinical Anatomy of the Spine, Spinal Cord, and Ans (Third Edition)
9781455722969;Consultative Hemostasis and Thrombosis (Third Edition)
9781455749751;Endocrine Secrets (Sixth Edition)
9781455723768;Fenichel's Clinical Pediatric Neurology (Seventh Edition)
9781455709991;Atlas of Uncommon Pain Syndromes (Third Edition)
9781455728763;Ocular Surface Disease: Cornea, Conjunctiva and Tear Film
9780124058972;Radiochemistry and Nuclear Chemistry (Fourth Edition)
9780123970473;Engineering Tribology (Fourth Edition)
9780123973085;General Aviation Aircraft Design
9780080993638;Interfacing PIC Microcontrollers (Second Edition)
9781455778638;Nanotube Superfiber Materials
9780080983240;Project Management, Planning and Control (Sixth Edition)
9780124165601;The Future of the Arab Spring
9780124170087;Aligning Security Services with Business Objectives
9780124170070;Building a Security Measures and Metrics Program
9780124170063;Media Exposure and Risk
9780124170056;Personnel Protection: Advance Procedures
9780124170049;Personnel Protection: Aircraft Security
9780124170032;Personnel Protection: Concepts of Executive Security
9780444626158;Studies in Natural Products Chemistry
9780080982229;Forest Monitoring
9780124104921;Up and Running with AutoCAD 2014
9780444527301;Numerical Methods for Roots of Polynomials - Part II
9780123919212;Food Industry Wastes
9780123850959;Handbook of Biologically Active Peptides (Second Edition)
9780123910622;Mechanisms of Morphogenesis (Second Edition)
9780080982212;Energy Optimization in Process Systems and Fuel Cells (Second Edition)
9780444536884;Pem Fuel Cell Testing and Diagnosis
9780444595515;Characterization of Semiconductor Heterostructures and Nanostructures (Second Edition)
9780444593979;Nanochemistry (Second Edition)
9780124055315;Analyzing the Social Web
9780124071575;Brainstorming and Beyond
9780124104143;Intel Xeon Phi Coprocessor High Performance Programming
9780123978790;Energy Efficiency
9780124158931;Digital Signal Processing (Second Edition)
9780080983325;Electric Motors and Drives (Fourth Edition)
9780080993607;Manufacturing Process Selection Handbook
9781597499859;Placing the Suspect Behind the Keyboard
9780124071636;Guide to Essential Math (Second Edition)
9780123919182;Pharmacogenomics
9780124077935;Fun in Fusion Research
9780124071643;Neutron and X-ray Optics
9780123877598;Handbook of Child and Adolescent Sexuality
9780123944214;Solution Focused Anxiety Management
9780123970060;Treating Worker Dissatisfaction During Economic Change
9780124115101;Killing Public Higher Education
9780124071919;Strategic Intelligence Management
9780124158061;Liquid Chromatography
9780124158078;Liquid Chromatography
9780123983572;Web Services, Service-oriented Architectures, and Cloud Computing (Second Edition)
9780123971586;Engineering Design, Planning, and Management
9780124047020;Intelligent Systems for Security Informatics
9780080982373;Introduction to Naval Architecture (Fifth Edition)
9780123850553;Mimo Wireless Networks (Second Edition)
9780124016668;Raising Entrepreneurial Capital (Second Edition)
9780123878465;Security and Loss Prevention (Sixth Edition)
9780080993621;-- Book Title not available --
9780702031762;Treatment of Infertility with Chinese Medicine (Second Edition)
9780702043123;Myofascial Trigger Points
9780721600758;The Athletic Horse (Second Edition)
9781455744541;Small Animal Medical Differential Diagnosis (Second Edition)
9780124045705;Heavy and Extra-heavy Oil Upgrading Technologies
9780123865458;Enhanced Oil Recovery Field Case Studies
9780124115880;Getting Started with the MSP430 Launchpad
9781455731497;Reactive Polymers Fundamentals and Applications (Second Edition)
9780123854698;Handbook of Advanced Ceramics (Second Edition)
9780124096073;Assessing Vendors
9780124114630;The Case for the Chief Data Officer
9780124081291;Evaluating Environmental and Social Impact Assessment in Developing Countries
9780123852359;Pyridines: from Lab to Production
9780123977991;Landscape Evolution in the United States
9780123943989;Essential Matlab for Engineers and Scientists (Fifth Edition)
9780124052123;Matlab by Example
9780123914958;Op Amps for Everyone (Fourth Edition)
9780124016996;Reconsidering Funds of Hedge Funds
9780124016651;Analysis and Probability
9780123914941;Epigenetic Regulation in the Nervous System
9780123983930;Hurting Memories and Beneficial Forgetting
9780124058781;Genetically Modified Food Sources
9780080982205;Sulfuric Acid Manufacture (Second Edition)
9780123971760;Introduction to Biological and Small Molecule Drug Research and Development
9780124016965;Implementing Analytics
9780123983268;Advances in Analog and Rf Ic Design for Wireless Communication Systems
9780124076839;Micromechanics of Composites
9780123969606;Optical Fiber Telecommunications (Sixth Edition)
9780123969781;Ascaris: the Neglected Parasite
9780123945846;The Science and Technology of Rubber (Fourth Edition)
9780123970145;Pattern Formations and Oscillatory Phenomena
9780124104136;The Wireshark Field Guide
9781455774425;Introduction to Fluoropolymers
9780444538826;New and Future Developments in Catalysis
9780444538802;New and Future Developments in Catalysis
9780444538741;New and Future Developments in Catalysis
9780124095014;Applications of Random Process Excursion Analysis
9780124160187;Real World Multicore Embedded Systems
9780080970370;The Immunoassay Handbook (Fourth Edition)
9780124072091;Human Behavior in Hazardous Situations
9780080993997;Perfume Engineering
9780124077676;Computation and Storage in the Cloud
9780124160057;Mineral Exploration
9780123971630;Volcanic Reservoirs in Petroleum Exploration
9780123983961;Flow Networks
9780123983640;Metaheuristic Applications in Structures and Infrastructures
9780123869128;Mathematical Modeling (Fourth Edition)
9780123978295;Nonclinical Study Contracting and Monitoring
9780124071988;Paks, Rac/Cdc42 (p21)-activated Kinases
9780123944009;Space Groups for Solid State Scientists (Third Edition)
9780123983350;Biological Research on Addiction
9780123982698;Individual Case Formulation
9780123983381;Interventions for Addiction
9780123983367;Principles of Addiction
9780123984609;Product Performance Evaluation with CAD/CAE
9780123914194;Practical Aviation Security (Second Edition)
9780123944368;Security Science
9781455731749;Profiling and Serial Crime (Third Edition)
9780124046351;Ligand Efficiency Indices for Drug Discovery
9780123985491;Flavour Science
9780123985385;Molten Salts Chemistry
9780080983561;The Finite Element Method (Second Edition)
9780124159907;Measuring Ocean Currents
9780123869104;Principles of Environmental Physics (Fourth Edition)
9780123964816;Toxoplasma Gondii (Second Edition)
9780123983985;Introduction to Diffusion Tensor Imaging (Second Edition)
9780123973368;Genomic Biomarkers for Pharmaceutical Development
9780123869340;WAIS-IV, WMS-IV, and ACS
9780444626479;Elementary Molecular Quantum Mechanics (Second Edition)
9780124165847;Arctic Pipeline Planning
9781455725328;Principles of Pulmonary Medicine (Sixth Edition)
9780124159235;Food Process Engineering and Technology (Second Edition)
9780123970480;Escherichia Coli (Second Edition)
9780080983042;Process Intensification (Second Edition)
9780123978912;Evolution of Global Electricity Markets
9780124045712;Shale Gas Production Processes
9780124165854;The Grouting Handbook
9780124045972;Ethical Justice
9781455777624;Alternate Light Source Imaging
9780444595553;Biohydrogen
9780124158092;Mathematics for Physical Chemistry (Fourth Edition)
9780080994369;Critical Excitation Methods in Earthquake Engineering (Second Edition)
9780124095168;The Biogeography of the Australian North West Shelf
9780124170025;Corporate Security Organizational Structure, Cost of Services and Staffing Benchmark
9780124170018;The Benefits and Security Risks of Web-based Applications for Business
9780702031083;Gua Sha (Second Edition)
9780702046018;Trigger Point Dry Needling
9780443069925;Principles and Practice of Phytotherapy (Second Edition)
9780702049484;Oral and Maxillofacial Medicine (Third Edition)
9780702047664;The Complementary Therapist's Guide to Red Flags and Referrals
9780080970356;Adsorption by Powders and Porous Solids (Second Edition)
9780124105263;Business Continuity and Disaster Recovery Planning for IT Professionals (Second Edition)
9780124059320;The Basics of Cloud Computing
9780080977591;Mechanical Design Engineering Handbook
9780123946195;Advanced Ceramics for Dentistry
9780080982045;Modern Physical Metallurgy (Eighth Edition)
9780702037399;The Muscle Test Handbook
9780702034220;Equine Applied and Clinical Nutrition
9780702049439;Veterinary Dentistry for the General Practitioner (Second Edition)
9780444543233;Domino Effects in the Process Industries
9780124077416;High Performance Deformable Image Registration Algorithms for Manycore Processors
9780124166301;Intelligent Networks
9781597499958;Risk Management Framework
9780123971777;Solar Energy Forecasting and Resource Assessment
9780124017450;Product Manufacturing and Cost Estimating Using Cad/Cae
9780124076686;Managing Ocean Environments in a Changing Climate
9780123969651;Avian Immunology (Second Edition)
9780123943996;Informatics for Materials Science and Engineering
9780123983893;Chronic Pain and Brain Abnormalities
9780124081321;Fukushima Accident
9780123969804;UI is Communication
9780444538314;Carbonate Reservoirs
9780124170001;Designing SCADA Application Software
9780123948021;Antibody Fc
9780124158160;Novel Psychoactive Substances
9780124080836;Seismic Safety Evaluation of Concrete Dams
9781455775408;Crime Scene Investigation (Third Edition)
9780124158740;Insect Molecular Genetics (Third Edition)
9780444594372;Clay-containing Polymer Nanocomposites
9780444538048;Experimental Methods and Instrumentation for Chemical Engineers
9780124159174;Software Engineering for Embedded Systems
9780124114548;Mastering Cloud Computing
9780444594112;High Resolution NMR Spectroscopy
9780444593788;Proteomic Profiling and Analytical Chemistry
9780444563521;Renewable Hydrogen Technologies
9780124058910;Data Warehousing in the Age of Big Data
9780124114838;Simple Steps to Data Encryption:
9780123969583;Optical Fiber Telecommunications (Sixth Edition)
9780080977539;Handbook of Ferroalloys
9780123972668;Cellular Migration and Formation of Neuronal Connections
9780123972675;Neural Circuit Development and Function in the Brain
9780123972651;Patterning and Cell Type Specification in the Developing Cns and Pns
9780124157590;Haschek and Rousseaux's Handbook of Toxicologic Pathology (Third Edition)
9780080464053;Handbook of Energy
9780444529015;Neurological Rehabilitation
9781455707614;Perioperative Transesophageal Echocardiography: A Companion to Kaplan’s Cardiac Anesthesia
9781455712670;Atlas of Sleep Medicine
9780323083409;Raj's Practical Management of Pain 
9781455727582;Yen & Jaffe's Reproductive Endocrinology: Physiology, Pathophysiology, and Clinical Management
9780323091398;Fetal & Neonatal Secrets
9781455728565;Cardiac Electrophysiology: From Cell to Bedside
9780702051012;Manson's Tropical Infectious Diseases
9780702050992;Cerebral Palsy in Infancy and Early Childhood: Optimizing growth, development and motor performance
9781455726981;Principles and Practice of Orthognathic Surgery
9780443062414;Essential Oil Safety: A Guide for Health Care Professionals
9780702043185;Therapeutic and Functional Stretching for Manual Therapists: Long-term adaptation
9780702049804;Recognizing and Treating Breathing Disorders: A Multidisciplinary Approach
9780323091046;Fundamentals of Hand Therapy: Clinical Reasoning and Treatment Guidelines for Common Diagnoses of the Upper Extremity
9781455728961;Acute Care Handbook for Physical Therapists
9780323057073;Phonological Disorders
9780702045455;Handbook of Equine Emergencies
9781455708925;Equine Emergencies: Treatment and Procedures
9780702049798;Textbook of Rabbit Medicine
9780702043369;Feline General and Oncological Surgery
9780723436607;Knottenbelt and Pascoe's Color Atlas of Diseases and Disorders of the Horse
9781437723526;Llama and Alpaca Care: Medicine, Surgery, Reproduction, Nutrition, and Herd Health
9780702047718;Equine Sports Medicine and Surgery
9781455708932;Reptile Medicine and Surgery: Current Therapy
9781455708918;Equine Infectious Diseases
9781437716344;Piermattei's Atlas of Surgical Approaches to the Bones and Joints of the Dog and Cat
9780702027932;Veterinary Anaesthesia
9781437703092;Canine Rehabilitation and Physical Therapy
9780123972040;Biodiversity in Tropical Forests
9780123964908;Dictionary of South American Trees
9780123815040;Food Safety Management
9780123946010;Innovations in Food Packaging
9780123969552;Insect Resistance Management
9780123914538;Mass Production of Beneficial Organisms
9780123819888;Risk Management in Food Allergy
9780124160286;Sexual Selection
9780123970039;Stock Identification Methods
9780123969538;The Physiology of Cladocera
9780123970084;Working with Dynamic Crop Models
9780124046313;Benign and Pathological Chromosomal Imbalances
9780123970176;Between the Lines of Genetic Code
9780123944313;Bio-nanoimaging
9780123969675;Cancer Genomics
9780124159624;Effective Scientific Mentoring
9780124159365;Electrocardiography of Laboratory Animals
9780124047297;Genomic Control Process
9780123877840;Handbook of Nutrients
9780124017306;Neural Crest Cells
9780123865410;Principles of Cloning
9780123983589;Principles of Tissue Engineering
9780123985231;Regenerative Medicine Technology as Applied to Organ Transplantation
9780444538062;Fischer-Tropsch Synthesis and Related Reactions
9780080993775;Industrial and Process Furnaces
9780444522153;Introduction to Supercritical Fluids
9780123969750;Multiscale Modeling for Process Safety Applications
9780080982120;Best Synthetic Methods: ORGANOPHOSPHORUS (V) CHEMISTRY
9780444522344;Capillary Gel Electrophoresis and Related Microseparation Techniques
9780080983509;Development and Validation of Analytical Methods
9780444594242;Environmental Forensics for Persistent Organic Pollutants
9780444594365;Ideas of Quantum Chemistry
9780444594204;Microwave-assisted sample preparation for trace element analysis
9780124077720;Agile Software Architect
9780123985453;Application Administrators Handbook
9780124045781;Combinatorial Topology and Distributed Computing
9781597499965;Computer Incident Response and Forensics Team Management
9780123964847;Data Modeling Essentials
9780124077737;Enterprise Application Administration
9781597499781;Hacking .NET
9780124052000;Hacking the Scene
9780124166295;Next Generation Knowledge Machines: Design and Architecture
9780124103931;Interview Techniques
9780124071926;Joe Celko’s Complete Guide to NoSQL
9780124114821;Mastering Private Cloud with Windows Server 2012
9780124095144;Mobile User Experience Archetypes
9780124047006;Moderating One-on-One User Research
9780123978776;Network Convergence
9780124077492;Penetration Testing with Backtrack 5
9780123971869;Social Data Analytics
9781597499866;Social Media Security
9780124076747;The Digital Crown
9780124104631;Thor's OS Xodus
9780124158733;Visualization in Medicine
9781597496391;When Botnets Attack
9780124104372;Data Mining and Knowledge Discovery for Geoscientists
9780444506627;Geophysics for Petroleum Engineers
9780080993645;Handbook of Clay Science
9780444595591;Kenya: A Natural Outlook
9780123852373;Mesoscale Meteorological Modeling
9780123918512;Ocean Circulation and Climate
9780124072275;Precambrian Evolution of the North China Craton
9780124114555;Seismic Stratigraphy, Basin Analysis and Reservoir Characterisation
9780444563651;Stratigraphic Reservoir Characterization for Petroleum Geologists, Geophysicists, and Engineers
9780124095380;Theoretical Framework of Reflection Seismology
9780124046160;Green Vehicles for Sustainable Transportation
9781455731763;Nanomaterials for Energy
9780124077690;Petroleum and Natural Gas Industry Primer
9780124046146;Resilience of Sustainable Power Plant Systems in Catastrophic Events
9780123970213;Solar Energy Conversion Systems
9780123972705;Solar Energy Engineering
9780123971746;Solar Markets
9780123972699;Sustainability, Energy and Architecture
9781895198614;Antistatics Databook
9780123982582;Architectural Acoustics
9780123973146;Braking of Road Vehicles
9780080966380;Building Valve Amplifiers
9780123946003;Continuum Mechanics
9780123964878;Diagnostic Ultrasound Imaging: Inside Out
9781437734812;Extrusion
9781455725533;Fermentation and Biochemical Engineering Handbook
9780080983479;Flow Induced Vibrations
9780124159549;Fluid Mechanics and Thermodynamics of Turbomachinery
9781895198621;Handbook of Material Weathering
9781455731077;Handbook of Thermoset Plastics
9780080982663;Heat Pipes
9780080983462;Heat Transfer and Fluid Flow in Minichannels and Microchannels
9780124115576;Modelling Methodology for Physiology and Medicine
9780124104006;Freight Transport Modelling
9780124017009;Microwave De-embedding
9781455731596;Nanostructured Polymer Blends
9780123969644;Optical Coherence Tomography
9780080977478;Orbital Mechanics for Engineering Students
9781455732012;Plastics in Medical Devices
9780080971346;Principles of Corrosion Engineering and Corrosion Control
9780080977522;Radar and ARPA Manual
9780080982878;Ship Hydrostatics and Stability
9781856176354;The Finite Element Method for Fluid Dynamics
9781856176347;The Finite Element Method for Solid and Structural Mechanics
9780080982885;The ROV Manual
9781455731725;Thermoforming of Single and Multilayer Laminates
9780080983493;Climate Change, Air Pollution and Global Challenges: Understanding and Solutions from Forest Research
9780123978868;The Earth’s Electric Field
9780123786265;An Introduction to Real Estate Finance
9780080982403;An Introduction to the Mathematics of Finance
9780123846822;An Introduction to the Mathematics of Financial Derivatives
9780080983332;Clearing, Settlement and Custody
9780126374551;Corporate Restructurings and Reorganizations
9780123865496;Intermediate Financial Theory
9780123854872;Mergers, Acquisitions, and Other Restructuring Activities
9780124016903;Multi-Asset Risk Modeling
9780123910585;Principles of Project Finance
9780124016897;The Science of Algorithmic Trading and Portfolio Management
9780124045576;CCTV
9781455731367;Forensic Awareness by Offenders in Cases of Sexual Homicide
9780323228046;Forensic Investigation of Sex Crimes and Sexual Offenders
9781597499927;Unified Communications Forensics
9780124051911;Emerging Viral Diseases
9780123983817;Evidence Based Immunology
9780124158467;Microbiology of Waterborne Diseases
9780123848710;Plant Virology
9780123849298;The Autoimmune Diseases
9780124016989;Aluminum-Lithium Alloys
9780080993928;An Introduction to Nuclear Waste Immobilisation
9780080982328;Carbon Nanotubes and Graphene
9781455731442;Handbook of Cleaning Solvents
9780123964595;Handbook of Recycling
9780124077966;Nanocrystalline Materials
9780080994451;Ion Beam Treatment of Polymers
9780080993591;Materials Experience
9780123756664;Materials Science of Thin Films
9780080983387;Nanomedicine
9780444527974;Approximation Theory
9780124115118;Case Studies on Data Mining with R
9780124166486;Explorations in Topology
9780444530462;Introduction to Global Variational Geometry
9780123914200;Linear Algebra
9780444534910;Autonomic Nervous System
9780444534972;Brain Stimulation
9780123838360;MATLAB for Neuroscientists
9780444520012;Multiple Sclerosis and Related Disorders
9780124055148;Neuroanatomy of Language Regions of the Human Brain
9780124159945;Noise and the Brain
9780124080850;Immunological Hazards of Nanomaterials
9780124076624;Pharmaceutical Business Improvement Through Technology Alignment
9780444527769;Luminescence Process of Optically Active Ions in Solids
9780123983749;Neutron Scattering
9780123876959;Single-Photon Generation and Detection
9780123944290;Thin Film Solar Cells From Abundant Materials
9780123969880;Clinical Neurotherapy
9780123944481;Treatment Planning for Person-Centered Care
9783437220739;Therapie-Handbuch Infektiologie
9783437248627;Orthopädisch-unfallchirurgische Begutachtung
9783437316005;Die Scapula
9783437316029;Psychoonkologie
9783437316043;Hämodynamisches Monitoring
9783437316066;Begutachtung somatoformer und funktioneller Störungen
9783437316081;Fundamentals of psychpathology
9783437316104;Prävention und Therapie neurologischer und psychischer Krankheiten durch Sport
9783437316128;Von der wissenschaftlichen Fragestellung zur Publikation
9783437316166;Ärztliche Entscheidungen bei der Durchführung von präklinischen Reanimationen
9783437316203;Psychologische Formdeutverfahren
9783437316227;Einführung in die klinische Immunologie
9783437316241;Begutachtung bei Menschen mit Migrationshintergrund
9783437316289;Integrative Onkologie
9783437316303;Entwicklungs- und Sozialpädiatrie in der Praxis
9783437316326;Migräneauslöser
9782294715860;Infiltrations échoguidées
9782294713217;Imagerie thoracique
9782294714474;Lupus érythémateux
9782294714863;TDM des tumeurs abdominales
9782294715358;Conférences d'enseignement 2012, volume 101
9782294726811;Chirurgie coelioscopique en gynécologie
9782294729669;Le ligament croisé antérieur : de la rupture à l'arthrose
9782294705281;Corps, sensorialité et pathologies de la symbolisation
9782294734168;10 Situations en chirurgie de la hanche
9782294734175;Scanner et rayons X
9782294737275;Dépressions difficlies, dépressions résistantes
9782294737398;L'endométriose
9782294737428;Bases scientifiques en néonatologie
9782294737664;Titre en psychiatrie
9782294737527;Médecine et biologie de la reproduction (FIV et biomarqueurs / cellules souches et ganètes artificielles)
9782294737367;Pathologie tumorale rénale
9782294737596;Néphrologie et troubles hydro-électriques
9782294737459;Cancer du col utérin
9782294737565;Fausses couches et morts foetales
9782294715068;Techniques arthroscopiques du membre supérieur
9782294715211;Hystéroscopie et fertiloscopie
9782294719240;Imagerie musculosquelettique : pathologies générales
9782294728785;Echocardiographie foetale
9782294736742;Médecine nucléaire
9782294736858;Traitement de l'image
9782294738388;Strabismes
9782294735387;31e journée de traumatologie du sport de la Pitié
9782294735448;Explorations en médecine vasculaire
