4 1472499755 327670176.000000000 Hz
8 1472497661 3.500000000 m/seg2
1 1472493098 52.919998169 A
1 1472500650 51.139999390 A
5 1472501131 117653976.000000000 Pa
1 1472501509 90.330001831 A
4 1472494897 165091168.000000000 Hz
8 1472496014 1.100000024 m/seg2
7 1472497336 20.899999619 m/seg
0 1472492370 36.740001678 V
4 1472501619 499699872.000000000 Hz
2 1472493248 320244.000000000 OHM
5 1472492249 113298368.000000000 Pa
1 1472492775 75.779998779 A
2 1472500860 1786447.000000000 OHM
1 1472494967 50.470001221 A
5 1472501269 121044176.000000000 Pa
6 1472499897 468.100006104 N
9 1472497978 253.000000000 Cd
2 1472494355 127935.000000000 OHM
2 1472493772 4407118.000000000 OHM
6 1472494250 71.099998474 N
2 1472493110 4322036.000000000 OHM
8 1472497911 14.800000191 m/seg2
8 1472500738 17.299999237 m/seg2
7 1472501528 10.199999809 m/seg
2 1472500287 5586436.000000000 OHM
0 1472497632 38.150001526 V
4 1472497218 804755520.000000000 Hz
8 1472497310 17.000000000 m/seg2
7 1472493829 39.000000000 m/seg
6 1472500224 210.000000000 N
9 1472493194 315.500000000 Cd
6 1472495434 208.300003052 N
5 1472494601 105123208.000000000 Pa
9 1472499900 299.000000000 Cd
4 1472501725 531197600.000000000 Hz
1 1472495548 84.400001526 A
0 1472501152 93.860000610 V
5 1472497838 102527152.000000000 Pa
1 1472500569 37.560001373 A
8 1472493689 19.500000000 m/seg2
7 1472493589 7.099999905 m/seg
1 1472496534 39.270000458 A
7 1472498261 29.399999619 m/seg
5 1472492154 120932440.000000000 Pa
5 1472494002 111057816.000000000 Pa
2 1472496383 4394615.000000000 OHM
4 1472501181 717462080.000000000 Hz
8 1472493276 11.000000000 m/seg2
5 1472500044 103024392.000000000 Pa
3 1472492228 0.000001799 F
2 1472492375 2601453.000000000 OHM
6 1472495843 441.200012207 N
8 1472499087 2.700000048 m/seg2
2 1472497104 961416.000000000 OHM
2 1472499646 7907729.000000000 OHM
9 1472493883 348.899993896 Cd
6 1472495480 235.300003052 N
8 1472499510 15.600000381 m/seg2
9 1472495779 271.399993896 Cd
8 1472497647 16.399999619 m/seg2
7 1472492423 45.099998474 m/seg
7 1472495176 28.000000000 m/seg
4 1472492684 495014688.000000000 Hz
7 1472496265 36.099998474 m/seg
9 1472491805 171.399993896 Cd
0 1472499019 152.610000610 V
1 1472501244 23.840000153 A
6 1472497495 103.199996948 N
0 1472501073 24.180000305 V
8 1472495924 4.099999905 m/seg2
5 1472492620 118054528.000000000 Pa
5 1472493422 101451912.000000000 Pa
1 1472497411 74.300003052 A
6 1472498869 360.700012207 N
8 1472496401 16.899999619 m/seg2
7 1472497155 34.700000763 m/seg
8 1472496577 13.800000191 m/seg2
8 1472500200 13.300000191 m/seg2
7 1472498644 43.200000763 m/seg
5 1472497006 114725232.000000000 Pa
0 1472496276 199.789993286 V
7 1472493539 3.599999905 m/seg
9 1472500280 338.200012207 Cd
8 1472499225 11.600000381 m/seg2
3 1472495972 0.000002843 F
0 1472493244 94.430000305 V
7 1472496844 14.100000381 m/seg
0 1472493163 21.209999084 V
2 1472498326 7847883.000000000 OHM
6 1472500360 283.500000000 N
3 1472496770 0.000002196 F
7 1472495799 30.500000000 m/seg
3 1472492320 0.000001519 F
0 1472493825 62.750000000 V
8 1472495708 12.500000000 m/seg2
4 1472492079 996884480.000000000 Hz
4 1472495113 587002432.000000000 Hz
8 1472494627 16.399999619 m/seg2
0 1472496259 142.889999390 V
4 1472500877 316931008.000000000 Hz
6 1472497462 197.000000000 N
8 1472492318 4.599999905 m/seg2
1 1472500706 30.829999924 A
4 1472494005 26469680.000000000 Hz
2 1472499149 6102475.000000000 OHM
8 1472492069 3.000000000 m/seg2
5 1472493672 102063184.000000000 Pa
5 1472495590 120808776.000000000 Pa
1 1472500696 58.380001068 A
9 1472494449 171.100006104 Cd
2 1472499076 850678.000000000 OHM
7 1472494423 32.000000000 m/seg
5 1472500871 118289112.000000000 Pa
7 1472498242 4.000000000 m/seg
0 1472501668 197.919998169 V
1 1472498212 68.660003662 A
9 1472496894 208.300003052 Cd
5 1472497245 105268520.000000000 Pa
5 1472493949 108614256.000000000 Pa
9 1472496639 300.299987793 Cd
5 1472497698 110233312.000000000 Pa
9 1472498321 157.199996948 Cd
6 1472500851 117.000000000 N
0 1472501234 80.279998779 V
8 1472495406 6.000000000 m/seg2
0 1472493377 116.629997253 V
3 1472491879 0.000009477 F
1 1472500875 76.650001526 A
7 1472496744 27.899999619 m/seg
2 1472500467 5683586.000000000 OHM
4 1472500024 254281392.000000000 Hz
1 1472501534 22.100000381 A
8 1472492879 3.099999905 m/seg2
1 1472493433 48.459999084 A
9 1472496660 308.200012207 Cd
2 1472492586 6573412.000000000 OHM
8 1472499087 2.000000000 m/seg2
1 1472494163 96.800003052 A
1 1472497430 72.319999695 A
7 1472496624 48.500000000 m/seg
8 1472492554 19.100000381 m/seg2
0 1472498980 135.289993286 V
4 1472500095 947975232.000000000 Hz
4 1472498662 912871616.000000000 Hz
1 1472499206 21.610000610 A
6 1472499515 393.100006104 N
1 1472492129 93.309997559 A
8 1472493771 2.799999952 m/seg2
2 1472491849 9759862.000000000 OHM
9 1472501285 273.399993896 Cd
2 1472500829 4730178.000000000 OHM
5 1472493042 120714016.000000000 Pa
1 1472496092 51.750000000 A
1 1472500325 97.550003052 A
4 1472494952 595385472.000000000 Hz
4 1472500315 571819520.000000000 Hz
0 1472492188 27.450000763 V
3 1472497865 0.000002398 F
8 1472498127 11.699999809 m/seg2
9 1472496591 316.299987793 Cd
4 1472494703 99023552.000000000 Hz
1 1472501588 15.130000114 A
8 1472497578 13.300000191 m/seg2
2 1472493735 8793973.000000000 OHM
7 1472498820 20.799999237 m/seg
1 1472495445 60.049999237 A
6 1472497722 157.699996948 N
0 1472493381 90.529998779 V
7 1472501411 18.200000763 m/seg
1 1472493497 16.139999390 A
1 1472492086 55.180000305 A
6 1472495953 355.600006104 N
5 1472493473 119777368.000000000 Pa
2 1472501567 5615162.000000000 OHM
6 1472499203 255.100006104 N
5 1472498751 116793784.000000000 Pa
3 1472494283 0.000002248 F
9 1472494251 347.000000000 Cd
5 1472497532 113621584.000000000 Pa
5 1472501066 110381336.000000000 Pa
7 1472501219 20.299999237 m/seg
9 1472498061 204.199996948 Cd
6 1472500976 169.899993896 N
7 1472495472 32.599998474 m/seg
9 1472499474 164.899993896 Cd
4 1472492554 514770848.000000000 Hz
1 1472498139 53.979999542 A
3 1472492178 0.000002172 F
2 1472496295 2621632.000000000 OHM
1 1472493288 72.370002747 A
5 1472498775 118348544.000000000 Pa
6 1472500192 141.399993896 N
6 1472495044 270.200012207 N
7 1472497256 33.700000763 m/seg
6 1472495935 360.500000000 N
7 1472494913 16.600000381 m/seg
6 1472499672 303.200012207 N
3 1472498672 0.000001776 F
2 1472499543 2267476.000000000 OHM
6 1472492716 499.600006104 N
4 1472498007 580307008.000000000 Hz
4 1472491813 329036192.000000000 Hz
5 1472493142 105122976.000000000 Pa
3 1472501243 0.000001701 F
9 1472496717 209.699996948 Cd
4 1472496438 973409728.000000000 Hz
2 1472501236 850298.000000000 OHM
0 1472501412 61.959999084 V
2 1472499836 7999074.000000000 OHM
3 1472493741 0.000001021 F
9 1472501630 262.700012207 Cd
2 1472499957 5816174.000000000 OHM
5 1472492737 119637856.000000000 Pa
3 1472493324 0.000001116 F
4 1472500186 711503104.000000000 Hz
0 1472497401 56.110000610 V
0 1472494315 189.949996948 V
9 1472496856 331.799987793 Cd
8 1472500051 10.899999619 m/seg2
7 1472497723 22.000000000 m/seg
1 1472497268 70.699996948 A
5 1472492809 113534408.000000000 Pa
9 1472500721 154.000000000 Cd
1 1472496215 41.130001068 A
7 1472499515 0.500000000 m/seg
5 1472493466 113001136.000000000 Pa
6 1472499963 182.399993896 N
3 1472501456 0.000002306 F
9 1472497938 329.700012207 Cd
7 1472498734 36.700000763 m/seg
9 1472496053 314.799987793 Cd
4 1472494679 774295488.000000000 Hz
0 1472498459 54.599998474 V
7 1472497030 40.099998474 m/seg
3 1472498001 0.000001102 F
3 1472497043 0.000001278 F
9 1472497785 247.300003052 Cd
7 1472500491 17.200000763 m/seg
9 1472494981 340.299987793 Cd
0 1472492354 15.710000038 V
6 1472496085 394.100006104 N
4 1472493204 152801008.000000000 Hz
5 1472496944 110232880.000000000 Pa
1 1472495837 95.139999390 A
3 1472494335 0.000012019 F
3 1472500744 0.000002933 F
3 1472495658 0.000001148 F
4 1472499313 752957120.000000000 Hz
8 1472499694 12.399999619 m/seg2
1 1472497888 42.830001831 A
6 1472498349 164.699996948 N
3 1472498278 0.000001669 F
3 1472497725 0.000002487 F
1 1472497076 97.690002441 A
0 1472500347 213.410003662 V
7 1472500401 23.100000381 m/seg
7 1472495731 35.200000763 m/seg
3 1472495519 0.000017781 F
0 1472496487 127.099998474 V
4 1472496702 715008960.000000000 Hz
4 1472501224 127783208.000000000 Hz
5 1472501078 109907312.000000000 Pa
5 1472499692 108687776.000000000 Pa
7 1472499843 7.800000191 m/seg
2 1472494144 5585689.000000000 OHM
5 1472498068 116446152.000000000 Pa
2 1472494229 7224839.000000000 OHM
5 1472496788 105718744.000000000 Pa
4 1472492290 741497600.000000000 Hz
9 1472493359 329.899993896 Cd
3 1472496363 0.000001136 F
4 1472498475 486600608.000000000 Hz
6 1472493283 57.799999237 N
3 1472492632 0.000002105 F
5 1472501640 120050640.000000000 Pa
9 1472500869 216.800003052 Cd
4 1472498368 806835008.000000000 Hz
9 1472495042 283.200012207 Cd
7 1472492319 40.099998474 m/seg
9 1472497110 167.000000000 Cd
5 1472500062 110858544.000000000 Pa
6 1472493712 21.799999237 N
8 1472496768 3.700000048 m/seg2
0 1472494283 113.489997864 V
1 1472496164 87.470001221 A
8 1472498387 3.200000048 m/seg2
7 1472499663 40.299999237 m/seg
0 1472491976 34.659999847 V
0 1472497327 191.770004272 V
0 1472497519 187.089996338 V
8 1472493293 5.500000000 m/seg2
0 1472495173 76.339996338 V
4 1472493922 261497984.000000000 Hz
3 1472498924 0.000002382 F
7 1472494045 17.799999237 m/seg
5 1472494878 115176944.000000000 Pa
0 1472492748 94.269996643 V
1 1472499393 86.720001221 A
8 1472493449 4.500000000 m/seg2
0 1472493294 80.279998779 V
0 1472494797 122.489997864 V
4 1472498589 339700960.000000000 Hz
9 1472496220 170.600006104 Cd
3 1472494306 0.000001168 F
7 1472498734 6.900000095 m/seg
6 1472493552 280.200012207 N
5 1472498908 102624272.000000000 Pa
6 1472497097 200.699996948 N
8 1472493297 7.800000191 m/seg2
4 1472496723 992101120.000000000 Hz
5 1472493773 113540400.000000000 Pa
1 1472501279 3.349999905 A
8 1472492839 15.199999809 m/seg2
0 1472493692 54.889999390 V
7 1472492090 37.599998474 m/seg
7 1472493396 25.299999237 m/seg
8 1472499460 2.599999905 m/seg2
2 1472499970 1768253.000000000 OHM
8 1472499499 14.000000000 m/seg2
6 1472496308 19.000000000 N
8 1472500909 0.699999988 m/seg2
0 1472500304 172.029998779 V
8 1472499439 10.899999619 m/seg2
8 1472495973 16.500000000 m/seg2
0 1472501772 154.789993286 V
3 1472494091 0.000001060 F
3 1472493692 0.000001658 F
5 1472494512 117368776.000000000 Pa
5 1472492647 117096200.000000000 Pa
8 1472494384 15.399999619 m/seg2
9 1472498254 264.299987793 Cd
3 1472494280 0.000001175 F
8 1472499406 11.800000191 m/seg2
6 1472492778 140.699996948 N
0 1472500403 172.089996338 V
6 1472501003 490.500000000 N
0 1472493754 108.209999084 V
3 1472492556 0.000001156 F
4 1472498378 185626112.000000000 Hz
8 1472500470 18.600000381 m/seg2
2 1472493802 9125047.000000000 OHM
8 1472492302 15.199999809 m/seg2
6 1472492153 412.000000000 N
6 1472499069 32.799999237 N
8 1472499276 10.300000191 m/seg2
3 1472493309 0.000001040 F
5 1472497704 107018384.000000000 Pa
6 1472493838 78.599998474 N
2 1472498998 9191529.000000000 OHM
6 1472495071 481.799987793 N
9 1472501716 211.199996948 Cd
7 1472500335 22.000000000 m/seg
0 1472495241 175.559997559 V
1 1472493938 57.069999695 A
5 1472499351 117869960.000000000 Pa
8 1472496025 16.899999619 m/seg2
7 1472496220 15.300000191 m/seg
5 1472494669 117578632.000000000 Pa
3 1472501133 0.000001425 F
2 1472495283 4796700.000000000 OHM
7 1472496015 32.900001526 m/seg
7 1472493978 17.899999619 m/seg
4 1472500861 175206784.000000000 Hz
2 1472499730 3199991.000000000 OHM
5 1472494125 113114968.000000000 Pa
1 1472499039 44.209999084 A
8 1472498097 2.400000095 m/seg2
8 1472492654 4.199999809 m/seg2
0 1472492341 19.450000763 V
3 1472495512 0.000002118 F
8 1472493755 12.300000191 m/seg2
5 1472495695 106977512.000000000 Pa
2 1472493739 3287548.000000000 OHM
9 1472495630 282.899993896 Cd
3 1472493472 0.000001821 F
3 1472498258 0.000001325 F
6 1472499198 459.799987793 N
7 1472501284 22.299999237 m/seg
3 1472495328 0.000002880 F
9 1472501191 299.799987793 Cd
8 1472501191 16.000000000 m/seg2
3 1472496010 0.000001290 F
0 1472497436 108.540000916 V
7 1472494485 23.100000381 m/seg
9 1472494707 246.199996948 Cd
0 1472492374 107.730003357 V
9 1472497217 333.000000000 Cd
2 1472492587 5394069.000000000 OHM
3 1472492115 0.000001284 F
2 1472500759 253282.000000000 OHM
7 1472497538 26.000000000 m/seg
2 1472491802 3329078.000000000 OHM
6 1472497470 287.200012207 N
0 1472495631 217.440002441 V
7 1472494772 42.500000000 m/seg
4 1472494232 47811896.000000000 Hz
6 1472499534 13.300000191 N
8 1472500641 1.799999952 m/seg2
6 1472496534 386.500000000 N
8 1472498289 10.000000000 m/seg2
7 1472494642 18.100000381 m/seg
1 1472498479 47.159999847 A
7 1472500181 31.700000763 m/seg
0 1472495908 196.279998779 V
9 1472491836 344.600006104 Cd
3 1472500476 0.000128337 F
6 1472496189 202.600006104 N
4 1472499746 321245600.000000000 Hz
5 1472498459 105736872.000000000 Pa
9 1472500616 247.899993896 Cd
0 1472494859 109.860000610 V
7 1472493108 13.800000191 m/seg
6 1472497594 431.399993896 N
9 1472496243 182.100006104 Cd
5 1472500222 113479664.000000000 Pa
5 1472498118 119603672.000000000 Pa
5 1472499472 115836920.000000000 Pa
4 1472497315 774392256.000000000 Hz
3 1472492073 0.000001278 F
